"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_REGULATION_OF_ENDOCYTOSIS","GOBP_REGULATION_OF_ENDOCYTOSIS","GOBP_REGULATION_OF_ENDOCYTOSIS","8/171","211/17872",0.000982068709785091,0.0285741635559388,0.0242720370378031,"CD63/APOE/APOC1/CD14/AP2S1/CD36/PPT1/ZFYVE16",8
"GOBP_MICROGLIAL_CELL_ACTIVATION","GOBP_MICROGLIAL_CELL_ACTIVATION","GOBP_MICROGLIAL_CELL_ACTIVATION","4/171","47/17872",0.00104727586431374,0.0300596477811132,0.0255338667344772,"TYROBP/AIF1/GRN/ITGB2",4
"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","10/171","321/17872",0.0010722073238793,0.0303649114122618,0.0257931698684789,"HIF1A/COX5B/ATP5MG/COX7C/COX4I1/COX6A1/UQCRB/UQCR10/NDUFB10/NDUFA4",10
"GOBP_ACTIN_FILAMENT_POLYMERIZATION","GOBP_ACTIN_FILAMENT_POLYMERIZATION","GOBP_ACTIN_FILAMENT_POLYMERIZATION","7/171","166/17872",0.00110152291384516,0.0307846666974622,0.0261497267912827,"TMSB4X/TMSB10/PFN1/AIF1/PYCARD/ARPC2/CAPG",7
"GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS","GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS","GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS","5/171","82/17872",0.00113915520868779,0.031060004501268,0.026383609730981,"DDAH2/TSPO/AIF1/HSP90AA1/CD36",5
"GOBP_RECEPTOR_METABOLIC_PROCESS","GOBP_RECEPTOR_METABOLIC_PROCESS","GOBP_RECEPTOR_METABOLIC_PROCESS","7/171","167/17872",0.00114062163422736,0.031060004501268,0.026383609730981,"CD63/APOE/ITGB2/FCER1G/CD36/EZR/CD9",7
"GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","3/171","22/17872",0.00115942807606914,0.0311724713110233,0.0264791435360759,"RPS15/RPS20/RPL11",3
"GOBP_MAINTENANCE_OF_LOCATION_IN_CELL","GOBP_MAINTENANCE_OF_LOCATION_IN_CELL","GOBP_MAINTENANCE_OF_LOCATION_IN_CELL","8/171","218/17872",0.00121067989994811,0.0321435513436224,0.0273040177435667,"FTL/TMSB4X/CYBA/TMSB10/TSPO/APOE/S100A9/S100A8",8
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY","6/171","124/17872",0.00123723895221292,0.0324431547469167,0.0275585128537096,"VAMP8/ACTB/RACK1/TMEM59/EZR/STX3",6
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","7/171","171/17872",0.00130803905764724,0.0329604723032701,0.0279979430705744,"GPX1/HIF1A/RPS3/RACK1/PYCARD/S100A9/S100A8",7
"GOBP_ACTIN_FILAMENT_ORGANIZATION","GOBP_ACTIN_FILAMENT_ORGANIZATION","GOBP_ACTIN_FILAMENT_ORGANIZATION","12/171","449/17872",0.00131443864968705,0.0329604723032701,0.0279979430705744,"TMSB4X/TMSB10/PFN1/AIF1/PYCARD/GMFG/ACTG1/CFL1/EZR/ALDOA/ARPC2/CAPG",12
"GOBP_PROTEIN_POLYMERIZATION","GOBP_PROTEIN_POLYMERIZATION","GOBP_PROTEIN_POLYMERIZATION","9/171","274/17872",0.00131799217814104,0.0329604723032701,0.0279979430705744,"TMSB4X/TMSB10/PFN1/RPS3/AIF1/PYCARD/HSP90AA1/ARPC2/CAPG",9
"GOBP_MAINTENANCE_OF_LOCATION","GOBP_MAINTENANCE_OF_LOCATION","GOBP_MAINTENANCE_OF_LOCATION","10/171","330/17872",0.00131903961665629,0.0329604723032701,0.0279979430705744,"FTL/TMSB4X/CYBA/TMSB10/TSPO/APOE/S100A9/S100A8/CD36/YWHAB",10
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE","GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE","7/171","172/17872",0.00135275408900461,0.0334098800586721,0.0283796879871959,"VAMP8/ACTB/RACK1/ITGB2/TMEM59/EZR/STX3",7
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS","11/171","392/17872",0.00141704365000912,0.0345954104898779,0.0293867249378783,"TMSB4X/TMSB10/PFN1/PYCARD/GMFG/ARHGDIB/ACTG1/EZR/ABRACL/ARPC2/CAPG",11
"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","3/171","24/17872",0.00150258732658031,0.0358594997938943,0.0304604929362349,"RPS15/RPS20/RPL11",3
"GOBP_VACUOLAR_ACIDIFICATION","GOBP_VACUOLAR_ACIDIFICATION","GOBP_VACUOLAR_ACIDIFICATION","3/171","24/17872",0.00150258732658031,0.0358594997938943,0.0304604929362349,"GRN/ATP6V0E1/PPT1",3
"GOBP_AUTOPHAGY_OF_MITOCHONDRION","GOBP_AUTOPHAGY_OF_MITOCHONDRION","GOBP_AUTOPHAGY_OF_MITOCHONDRION","5/171","88/17872",0.00156216465710239,0.0365666292302875,0.0310611569534705,"HIF1A/TSPO/USP36/GABARAP/MAP1LC3B",5
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","11/171","397/17872",0.00156664936909424,0.0365666292302875,0.0310611569534705,"TMSB4X/VAMP8/GPX1/GRN/APOE/PYCARD/S100A9/LGALS1/S100A8/GSTP1/RPS19",11
"GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","8/171","230/17872",0.00169975339165724,0.038918937359044,0.0330593015330565,"TYROBP/GRN/APOE/PYCARD/HSP90AA1/FCN1/MNDA/RPS19",8
"GOBP_STEROL_TRANSPORT","GOBP_STEROL_TRANSPORT","GOBP_STEROL_TRANSPORT","6/171","132/17872",0.00170407776572085,0.038918937359044,0.0330593015330565,"NPC2/TSPO/APOE/EEPD1/APOC1/CD36",6
"GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS","8/171","231/17872",0.00174667690225544,0.0394674653233038,0.0335252431183183,"CYBA/TYROBP/GPX1/HIF1A/TSPO/ITGB2/CD36/GSTP1",8
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","8/171","232/17872",0.00179461965794844,0.0397310152621351,0.0337491129741796,"GPX1/RPS3/RACK1/PYCARD/S100A9/S100A8/CARD16/MALT1",8
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY","GOBP_CELLULAR_COMPONENT_DISASSEMBLY","GOBP_CELLULAR_COMPONENT_DISASSEMBLY","12/171","466/17872",0.0017957521022434,0.0397310152621351,0.0337491129741796,"VAMP8/HIF1A/TSPO/USP36/GABARAP/HSPA8/CST3/CFL1/C1QB/C1QC/MAP1LC3B/CAPG",12
"GOBP_MYELOID_LEUKOCYTE_ACTIVATION","GOBP_MYELOID_LEUKOCYTE_ACTIVATION","GOBP_MYELOID_LEUKOCYTE_ACTIVATION","8/171","234/17872",0.00189362508085659,0.0414645326983443,0.0352216319977015,"TYROBP/VAMP8/AIF1/GRN/PYCARD/ITGB2/FCER1G/STXBP2",8
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION","GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION","GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION","5/171","93/17872",0.00199467586464587,0.0432315462908961,0.0367226039957359,"PFN1/RPS3/PYCARD/HSP90AA1/ARPC2",5
"GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY","4/171","56/17872",0.00201750334891343,0.0432846173039609,0.036767684636232,"RPS15/RPS2/RPS20/RPL11",4
"GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION","3/171","27/17872",0.00212630021091626,0.0451626164798614,0.038362932226426,"DDAH2/APOE/CD36",3
"GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE","6/171","139/17872",0.002212872405553,0.0465360493999462,0.0395295810642818,"TYROBP/PYCARD/HSP90AA1/FCN1/MNDA/RPS19",6
"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","7/171","188/17872",0.00224473247125751,0.046743252636774,0.0397055877784868,"CYBA/TYROBP/TSPO/PYCARD/CD14/CD36/GSTP1",7
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL","5/171","96/17872",0.00229281694605741,0.0472810018779218,0.0401623734853593,"RPS15/TSPO/RPS3/RPS20/RPL11",5
"GOBP_MATURATION_OF_LSU_RRNA","GOBP_MATURATION_OF_LSU_RRNA","GOBP_MATURATION_OF_LSU_RRNA","3/171","28/17872",0.00236484056282321,0.0482973207253509,0.0410256753510018,"RPL7A/RPL10A/RPL7",3
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION","5/171","97/17872",0.00239904000173738,0.0485291520351446,0.0412226021351164,"CYBA/TYROBP/AIF1/PYCARD/CD36",5
"GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","4/171","59/17872",0.0024451499297483,0.0489952684036357,0.0416185400157754,"CYBA/HIF1A/APOE/NDUFA4",4
"GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS","GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS","5/171","98/17872",0.00250879711099404,0.0498007949883303,0.0423027865051036,"CD63/APOE/CD14/CD36/PPT1",5
"GOBP_REGULATION_OF_PROTEIN_STABILITY","GOBP_REGULATION_OF_PROTEIN_STABILITY","GOBP_REGULATION_OF_PROTEIN_STABILITY","9/171","302/17872",0.00255504361157313,0.050249191027605,0.0426836720295941,"TYROBP/SERF2/PFN1/GRN/PYCARD/USP36/RPL11/HSPA8/HSP90AA1",9
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","4/171","60/17872",0.00260052022937094,0.0506743574970998,0.0430448254286991,"TYROBP/VAMP8/ITGB2/STXBP2",4
"GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","GOBP_RESPONSE_TO_TOXIC_SUBSTANCE","8/171","247/17872",0.00264687851311378,0.0511088178350334,0.0434138734112634,"GPX1/APOE/S100A9/TXNDC17/CD36/SELENOT/GSTP1/MGST3",8
"GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY","7/171","195/17872",0.00275434715136501,0.0523894942908075,0.0445017311995461,"RPS3/RACK1/GRN/PYCARD/S100A9/S100A8/MALT1",7
"GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","4/171","61/17872",0.00276253453887497,0.0523894942908075,0.0445017311995461,"RPS3/RACK1/S100A9/S100A8",4
"GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","6/171","146/17872",0.00282868968857306,0.0531016517844176,0.0451066662496242,"RPS3/RACK1/PYCARD/S100A9/S100A8/MALT1",6
"GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","8/171","250/17872",0.00285008865509586,0.0531016517844176,0.0451066662496242,"TYROBP/VAMP8/ITGB2/STXBP2/FCN1/CD36/RPS19/MALT1",8
"GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY","GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY","GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY","4/171","62/17872",0.00293133124247178,0.0541404135566093,0.0459890320329212,"CD14/CD36/CARD16/MALT1",4
"GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION","GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION","3/171","31/17872",0.00317741377214768,0.0581795418279455,0.0494200290876691,"AIF1/PYCARD/OXSR1",3
"GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS","GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS","GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS","10/171","373/17872",0.0032169473808908,0.0583999678377099,0.0496072677539076,"RPS3/RACK1/GRN/APOE/PYCARD/S100A9/GABARAP/S100A8/ELOB/MALT1",10
"GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","8/171","258/17872",0.00345187618253975,0.0615435074494064,0.0522775159918141,"GPX1/RACK1/APOE/RPL11/GABARAP/HSP90AA1/ELOB/EZR",8
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION","4/171","65/17872",0.00347978213763026,0.0615435074494064,0.0522775159918141,"TMSB4X/TMSB10/PFN1/CAPG",4
"GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS","GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS","GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS","3/171","32/17872",0.00348169377888759,0.0615435074494064,0.0522775159918141,"APOE/HSPA8/CFL1",3
"GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY","5/171","106/17872",0.00352222102141875,0.0615435074494064,0.0522775159918141,"CYBA/HIF1A/DDAH2/APOE/NDUFA4",5
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","7/171","204/17872",0.00353498489116176,0.0615435074494064,0.0522775159918141,"GPX1/HIF1A/RPS3/RACK1/APOE/CD36/GSTP1",7
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION","5/171","107/17872",0.00366683802217217,0.0624807506728493,0.0530736478606718,"CYBA/TYROBP/PYCARD/CD14/CD36",5
"GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","5/171","107/17872",0.00366683802217217,0.0624807506728493,0.0530736478606718,"TMSB4X/PYCARD/TXNDC17/CARD16/GSTP1",5
"GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT","GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT","GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT","4/171","66/17872",0.00367706866012531,0.0624807506728493,0.0530736478606718,"APOE/CD36/SLC27A4/FABP5",4
"GOBP_GAS_HOMEOSTASIS","GOBP_GAS_HOMEOSTASIS","GOBP_GAS_HOMEOSTASIS","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"HIF1A/GSTP1",2
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION","GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION","GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"TSPO/RACK1",2
"GOBP_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION","GOBP_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION","GOBP_POSTSYNAPTIC_ACTIN_CYTOSKELETON_ORGANIZATION","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"ACTB/ACTG1",2
"GOBP_REGULATION_OF_PROTEIN_NEDDYLATION","GOBP_REGULATION_OF_PROTEIN_NEDDYLATION","GOBP_REGULATION_OF_PROTEIN_NEDDYLATION","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"HIF1A/RPL11",2
"GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID","GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID","GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"CD14/CD36",2
"GOBP_SEQUESTERING_OF_ACTIN_MONOMERS","GOBP_SEQUESTERING_OF_ACTIN_MONOMERS","GOBP_SEQUESTERING_OF_ACTIN_MONOMERS","2/171","10/17872",0.00389420878601042,0.0631396905456956,0.0536333777358124,"TMSB4X/TMSB10",2
"GOBP_AMYLOID_FIBRIL_FORMATION","GOBP_AMYLOID_FIBRIL_FORMATION","GOBP_AMYLOID_FIBRIL_FORMATION","3/171","34/17872",0.00414223090354047,0.0661239163789766,0.0561682984803082,"PFDN5/APOE/CD36",3
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS","6/171","158/17872",0.00417165950790153,0.0661239163789766,0.0561682984803082,"RACK1/APOE/GABARAP/HSP90AA1/ELOB/EZR",6
"GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH","GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH","GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH","6/171","158/17872",0.00417165950790153,0.0661239163789766,0.0561682984803082,"TMSB4X/TMSB10/PFN1/PYCARD/ARPC2/CAPG",6
"GOBP_CHOLESTEROL_EFFLUX","GOBP_CHOLESTEROL_EFFLUX","GOBP_CHOLESTEROL_EFFLUX","4/171","69/17872",0.00431418686023073,0.0677473272642084,0.0575472885969141,"NPC2/APOE/EEPD1/APOC1",4
"GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION","8/171","268/17872",0.0043378702956367,0.0677473272642084,0.0575472885969141,"TMSB4X/TMSB10/PFN1/PYCARD/GMFG/ACTG1/ARPC2/CAPG",8
"GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION","GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION","GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION","7/171","214/17872",0.00458886166217792,0.0702518437779941,0.0596747250646655,"RPS15/RPS14/RPL3/RPS5/RPL11/HSP90AA1/RPS19",7
"GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY","11/171","457/17872",0.00460070119284782,0.0702518437779941,0.0596747250646655,"GPX1/RPS3/RACK1/GRN/PYCARD/S100A9/CSTB/CST3/S100A8/CARD16/MALT1",11
"GOBP_HYPOTONIC_RESPONSE","GOBP_HYPOTONIC_RESPONSE","GOBP_HYPOTONIC_RESPONSE","2/171","11/17872",0.00472976161028868,0.0702518437779941,0.0596747250646655,"TSPO/OXSR1",2
"GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION","GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION","2/171","11/17872",0.00472976161028868,0.0702518437779941,0.0596747250646655,"GRN/PPT1",2
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C","2/171","11/17872",0.00472976161028868,0.0702518437779941,0.0596747250646655,"UQCRB/UQCR10",2
"GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN","GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN","2/171","11/17872",0.00472976161028868,0.0702518437779941,0.0596747250646655,"CD14/CD36",2
"GOBP_SYNAPSE_PRUNING","GOBP_SYNAPSE_PRUNING","GOBP_SYNAPSE_PRUNING","2/171","11/17872",0.00472976161028868,0.0702518437779941,0.0596747250646655,"C1QB/C1QC",2
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","10/171","395/17872",0.00480652844420888,0.070896294552081,0.0602221473199856,"OAZ1/GPX1/RACK1/APOE/RPL11/GABARAP/CST3/HSP90AA1/ELOB/EZR",10
"GOBP_CYTOCHROME_COMPLEX_ASSEMBLY","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY","GOBP_CYTOCHROME_COMPLEX_ASSEMBLY","3/171","36/17872",0.00487394203282614,0.0709058416282378,0.0602302569882047,"CYBA/TTC19/COX14",3
"GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION","GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION","GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION","3/171","36/17872",0.00487394203282614,0.0709058416282378,0.0602302569882047,"HIF1A/TSPO/USP36",3
"GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS","GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS","GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS","5/171","115/17872",0.00498107698555742,0.0719714797096867,0.061135452583211,"FTL/HIF1A/S100A9/S100A8/ATP6V1G1",5
"GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY","GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY","GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY","10/171","400/17872",0.00524203498473928,0.0740887988601533,0.0629339881288051,"RPS15/RPS14/RPS3/RPL3/RPS5/RPL11/ACTG1/EZR/RPS19/CAPG",10
"GOBP_NEUTROPHIL_MEDIATED_IMMUNITY","GOBP_NEUTROPHIL_MEDIATED_IMMUNITY","GOBP_NEUTROPHIL_MEDIATED_IMMUNITY","3/171","37/17872",0.00526714153855139,0.0740887988601533,0.0629339881288051,"VAMP8/ITGB2/STXBP2",3
